Downhole Pressure LER_13,Downhole Temperature LER_13,Wellhead Pressure LER_13,Wellhead Temperature LER_13
159.47594055869362,81.83003584543864,54.38179891771742,61.01631286303202
153.12283708842114,81.79949437459311,47.522099385478285,61.667464141845706
149.91706758807402,81.80951498667399,44.80234580786541,62.071575768788655
149.36069230849782,81.81638831456502,44.558097158537954,61.94766271273294
149.00908760254345,81.81868876775104,44.39566118628891,61.97625516255696
148.72202337618228,81.8179714012146,44.62576913921924,61.769369697570816
148.54034320972585,81.81835527420043,44.546873299039966,60.97829940160116
148.4247282466182,81.81867169062296,44.4705008032346,59.487557907104495
148.32269453260636,81.81824241002401,44.42381118681807,58.082608992258706
148.21379017017506,81.81764713923135,44.371381449565845,57.74836920279044
148.127547104447,81.81739369710286,44.32827010852319,57.73902724407337
148.06278839676466,81.81723248799642,44.283841075808915,57.88829359372457
148.00170280739115,81.81707009633382,44.2484653128518,58.02269637743632
147.94978876749673,81.81685902560199,44.22153197129568,58.30347024493747
147.89859653049047,81.81655220384951,44.21607915679158,58.32353586912156
147.8511190061216,81.81631282170615,44.19613782763938,58.13230213721594
147.81263662832754,81.8162006632487,44.171368111504435,57.94477024714153
147.7762914247866,81.81592906316122,44.16520910839628,57.830583890279144
147.73860343650537,81.81575866063436,44.14349735498039,57.801575050353996
147.70215647944696,81.81561816533409,44.134861947231826,57.79220794359843
147.66752918384694,81.81547121047973,44.109700957139324,57.808956486384076
147.63892737494575,81.81530845642091,44.107586351147404,57.736328703562414
147.612593592891,81.81522171656292,44.103415357625046,57.65218165715537
147.58817677815753,81.81519549687705,44.082918686336946,57.57928254445394
147.56094949792933,81.8150556755066,44.07484273910523,57.51801100730896
147.53841031109846,81.81501829783122,44.07002510759566,57.46182230949401
147.51719777425131,81.81499590422973,44.07335232628717,57.30519478480021
147.49515887790255,81.81495143493414,44.06746255137302,57.18455248514811
147.47576364022714,81.81487164815267,44.064876163949044,57.08805309295654
147.45401936283818,81.81475130716959,44.05020981030471,57.08666132609049
147.43293319702147,81.8146523030599,44.044516452125045,57.159504807790114
147.41255440750143,81.81460409800214,44.02608060806391,57.32392985026042
147.3929475656861,81.81449582417805,44.01677511033681,57.41274256706237
147.37469605622468,81.8144405301412,44.00790507610732,57.563748661677046
147.3570873401783,81.81443066279094,44.005024856650756,57.72426455497742
147.33885489569772,81.81446672439576,43.998029778228464,57.925582558314005
147.32312108922886,81.81433774312339,43.9932622105104,58.138851973215736
147.3068425270363,81.81437487920125,43.987424784236495,58.291395594278974
147.28584013762298,81.81443611780801,43.97969575458102,58.462619088490804
147.27086141515665,81.81451156616212,43.977477394209984,58.62973950703939
147.259368625217,81.81446873873455,43.97357110765245,58.74626369829532
147.24539150661892,81.8145476966767,43.9646078157425,58.97543624206825
147.22924968013058,81.81454602771335,43.94950216936116,59.175799131393426
147.21306097525138,81.81453084309896,43.93587396507553,59.36555898030599
147.2007869692202,81.81451370875041,43.93007529418865,59.56814285596211
147.18768406055594,81.81445757548013,43.917617350154465,59.8629607250577
147.17317594740126,81.81438493728638,43.913804350958934,60.15042101360502
147.16223027405914,81.81439038594564,43.903648673163524,60.27228006998698
147.14878164609274,81.81451953746657,43.916335174772485,60.47635516484578
147.14169494311017,81.8145611586394,43.891114560006166,60.68445041656495
147.13172318458555,81.81459744771321,43.90234622916825,60.80016725540161
147.71249985429975,81.8201510111491,44.38920074944416,61.056423009236646
148.74466215363256,81.82590484619139,45.47759354618448,61.528640095846995
149.6300977777552,81.82896359761556,46.22788046644425,62.21426991417295
149.75891111515185,81.82396418253582,46.53001397036843,62.78877359390259
150.38167209121914,81.82716399510703,47.0205207511943,63.09476227760315
150.77076501607897,81.82652919133504,47.34959427010263,63.36479986508687
150.87618336907138,81.82441183090211,47.4766649847939,63.55754594167073
150.97289337476093,81.82363415400188,47.536216227213544,63.53978514353434
151.0491044052442,81.82338062286377,47.59354647795359,63.45885218567318
151.11779248078662,81.82323473612468,47.62769635504263,63.340318839285096
151.17754693684756,81.82296956380209,47.66342532489919,63.05043543427079
151.23141565199253,81.82292043050131,47.68475356207954,62.68326723260224
151.2815695450041,81.82301162719727,47.71398296250237,62.29643800927217
151.32616517808702,81.82307171503703,47.72578074137369,61.93341222692419
151.36468111285458,81.82295493443807,47.751327006022116,61.690598530239534
151.39994440617386,81.82296476999919,47.75985470877753,61.593605168660474
151.4291937083668,81.82296880086263,47.76831213368311,61.57913881937663
151.4577747817393,81.82295328140259,47.7667025342565,61.50914990107218
151.4827261567116,81.82282409667968,47.78149871677346,61.45202169100443
151.50780452887216,81.82279085159303,47.785711805025755,61.52432356198629
151.53087811055008,81.82279671563043,47.800501542986595,61.62724100748698
151.55348200171085,81.82278793970742,47.8118983516172,61.69417460123697
151.57541147876668,81.82271361668904,47.81073160309721,61.85735094388326
151.59911395885328,81.82275825500489,47.815140125486565,62.151565863291424
151.86489490790242,81.82400794982911,48.15831623474758,62.49756663746304
152.84333734699123,81.82946844100951,48.76577532832804,62.709575998518204
152.27884093249287,81.8240795326233,48.35755019838626,62.76399599075318
152.28841445897103,81.82382606506347,48.369560713238194,62.678001823955114
152.30607775660937,81.82360451380411,48.372749612066485,62.947566907670755
152.32612185301605,81.82337779998781,48.387672145355154,63.20550664424897
152.3438703093238,81.82329918543496,48.398276835823985,63.4374154996872
150.983736307365,81.8089284515381,48.03576408227284,63.27177447954814
152.0475009907112,81.82754605611164,47.96778039667342,62.918748505380414
152.14919580777487,81.82564057809336,47.9834788637522,62.83060114860534
152.17709736824034,81.82428320425528,48.02001411943007,62.837818908691396
152.1951032892863,81.82387852350871,48.03403512618677,62.98519283718534
152.2093772697449,81.82362026850383,48.05034978725775,63.22735317177243
152.21016716957095,81.82285544077556,48.17148360540963,63.42815696221811
152.213842048645,81.82266696929932,48.17516078157063,63.68519810217398
152.21916165033977,81.8225537109375,48.174136756526096,63.87207037607829
152.22561819076537,81.82225318908691,48.1939661471049,63.99177093505858
152.23127391179403,81.82197982152304,48.200189365281,63.966560223897304
152.2341562080383,81.82182699839274,48.19401222520403,63.8848402150472
152.24132155736288,81.82177611668907,48.21094612677891,63.81553895314535
152.24650110244752,81.82157409667968,48.23472613493602,63.602515545951
152.25458532651265,81.82148630777995,48.249656949448074,63.176034158070884
152.07378507171018,81.81989631652833,48.0704997011433,62.71178810755411
150.3701093103428,81.80713602701823,46.80696975968101,62.50529834111532
150.2122548781501,81.81401919047038,46.194660729832115,62.358416248957326
150.0813526280721,81.81544146219889,46.13119331730737,62.408944972356174
149.99582420534338,81.81627091725667,46.08533595667945,62.668729503949486
149.93070975701238,81.8165153948466,46.05618534617955,62.95507885456085
149.8758436044057,81.81652582804361,46.029009612401325,63.182725677490225
149.8254136443138,81.81650196711222,46.01486724482641,63.32595581054687
149.78047909339267,81.81636428833006,46.009204807634696,63.48560571670532
149.74350158373517,81.81618007024129,45.99768819932584,63.66810789055295
149.70998549461365,81.81608641942344,45.97684435579512,63.72070344289144
149.78720908076676,81.817022857666,45.989376450644585,63.84186776479085
149.92674412109233,81.81766313552858,46.21526536040837,63.93212887128193
149.92646512058047,81.81700765609742,46.217866242160284,63.805139036178595
149.92433603825395,81.81682337443034,46.204347230100076,63.38166451056799
149.92059596379596,81.81664970963088,46.21108921104007,62.62670859734218
149.91401191110964,81.81652131469163,46.21136674880981,62.254068654378244
149.90453556069622,81.81649231592814,46.21366638347946,62.19979604085287
149.9987249536845,81.81694460550945,46.35825212791122,62.26417745590211
152.7304047903331,81.8354413541158,48.91403411345191,61.83975314140319
154.71680864357367,81.83870599110921,50.72958343178195,61.53264300346375
155.26567349940456,81.83484771092732,51.16955089373131,61.39258021036783
155.537547454834,81.83292833964029,51.32473255459393,61.64955762863159
155.73374572753906,81.82947476704916,51.40080528251815,62.0374344889323
155.89080174763996,81.82573127746582,51.459647340484906,62.52907969792684
156.02460240681964,81.82430903116861,51.52510774383943,62.800779495239254
156.138203125,81.82339859008788,51.589202364285775,62.80671011606852
156.23789093017578,81.82277043660481,51.64771262036429,62.7564380645752
156.32755126953126,81.8222650527954,51.692250895235276,62.70896701282925
156.4101157633463,81.82188635508219,51.746877577569755,62.30938945346408
156.48206212361657,81.82161880493163,51.77471126715343,61.820816917772646
156.5462147521973,81.82137225115741,51.81993938869899,61.25486689214353
156.60266179402666,81.82110849733706,51.84829946623909,60.781973409652714
156.65342325846353,81.82077412923176,51.86189800121168,60.423393557866405
156.70151657104492,81.82057909647624,51.87429137172065,60.12387989362082
156.7461350504557,81.82035084406536,51.90028788924675,59.93395496368408
156.7903571065267,81.82024848302206,51.925911204020174,59.721354840596526
156.83061431884764,81.82015469233194,51.947331621911786,59.640664376152884
156.87089808146158,81.819843044281,51.961161825391976,59.84208478715685
156.1053791486053,81.81507461547851,51.23756634716002,60.1893406924495
152.84582787866697,81.79754319508872,48.27097282617809,60.84227095992477
152.40675587129442,81.80876211166382,47.58288013236691,60.9495798365275
152.12473268837957,81.81134907404582,47.64614333612751,61.02611223856608
151.95347849845885,81.8128167215983,47.56439446343316,61.07856019337972
151.82806240399677,81.81378458658854,47.496989871395954,61.28833897908529
151.73308529694876,81.814279683431,47.43279495997448,61.54709305127461
151.6521476785342,81.81442441304526,47.40826774474761,61.870040005842846
151.58041800260543,81.81430880864461,47.378503081533644,62.17764199290958
152.56205100695294,81.8210180536906,48.42661255200703,62.48139761970157
154.40978338453505,81.83039479573566,50.15614114337497,62.579158065432594
154.67744288126627,81.82712523142497,50.29773058626388,62.88517059800486
154.8244307454427,81.82295352935792,50.3412774824271,63.044061731409144
154.919915822347,81.82140003204346,50.39824171630844,62.938983573913575
154.98853495279948,81.82039466222126,50.42809454070198,62.86413090705872
155.04135838826497,81.8196811358134,50.456079660521624,62.73168032646179
155.0812319946289,81.81909970601399,50.48013176176284,62.57217816034952
155.1129089864095,81.81859704971315,50.500538208749546,62.49003318786621
155.13845062255857,81.8181978861491,50.50920374128554,62.348831488291424
155.16053766886395,81.81779059727987,50.51520035001966,62.22314600344056
155.179260152181,81.81744135538737,50.523880585034696,62.05612955693846
155.19834477742515,81.81715429306031,50.54276889085768,62.09709478060404
155.20947891235352,81.81667994181316,50.59581598773795,62.108669567108144
155.22481852213542,81.81652000427246,50.59706524754369,62.10648091634115
155.2388968404134,81.81626871744791,50.60941572984059,62.155492560068765
155.25390731811524,81.81613282521566,50.61260435051388,62.09367719332378
155.2680915073995,81.81595738728842,50.6163479593065,61.998410787582394
155.27965153791288,81.81569788614908,50.61371353997124,61.810952325750286
155.28992531423216,81.81549687703449,50.633159677187614,61.22554206600895
155.29740412394204,81.8152967262268,50.62414722972447,61.21596597989401
155.3016938781738,81.81506783167521,50.62542975743612,61.141060396830234
155.30499649047854,81.814746576945,50.63364983841225,61.150042139689134
155.30704447428386,81.8144859568278,50.6353373609207,61.33860092163086
155.30994415283206,81.81428369522094,50.62938547725798,61.350782454808545
155.31357798258463,81.81404617945354,50.64413547019182,61.389432303110766
155.31752019246417,81.81382593154908,50.63687099057428,61.73200100183487
155.3208921813965,81.8135549290975,50.635620813899564,62.25546610593796
155.32759785970052,81.81351879755654,50.61880914900039,62.57913619995117
155.33276545206704,81.81346026102703,50.63669675162604,62.84143461863199
155.3376912434896,81.81326401392619,50.647369769170844,63.086226844787596
155.34008580525716,81.81319625854492,50.63675718213204,63.23721338272095
155.34180308024088,81.81302710215252,50.64852225528356,63.28047185897828
155.34220260620114,81.81260535558066,50.63468524696479,63.31351531982422
155.3398211669922,81.81242688496908,50.62974894841511,63.35040510813395
155.33767166137693,81.8121639506022,50.63973808807355,63.360387051900226
155.3372627766927,81.81199918111164,50.62540546316954,63.34129123687744
155.33630696614583,81.8117847951253,50.62913543070746,63.368506193161004
155.33674270629882,81.81154465357463,50.626296329498295,63.395631551742554
155.33922175089518,81.81155761082968,50.62289961708917,63.376029806137076
155.3422188822428,81.81137148539226,50.6283413383696,63.33910341580708
155.34618026733395,81.81127897898357,50.62407800886366,63.312285893758144
155.3476948038737,81.81105756759644,50.62928425312041,63.288958276819294
155.3509251912435,81.81097910492507,50.62701950118917,63.110311628271035
155.35053568522136,81.81082154026738,50.63559097138402,62.530654668808
155.3487899271647,81.81064806620277,50.62175608476002,62.31980792199544
155.34686706542968,81.81035999298095,50.62785600026449,61.8463890105323
155.34380747477212,81.81005241394041,50.632050795025286,61.492218943436946
155.34132166544597,81.80987022399903,50.639586414231196,61.02915255864462
155.33846115112306,81.80970057169596,50.63145779406117,60.79557408650716
155.33762201944987,81.80962371826172,50.6403873108981,60.46694075663885
155.34044555664062,81.8095556894938,50.65758136828124,60.05443356434505
155.34448191324873,81.80943552652995,50.66170273966875,59.49526157379151
155.3467325337728,81.8092632293701,50.65419984393651,58.9835105507462
155.3475808207194,81.80911318461101,50.652224119504304,58.679828037332605
155.34960225423177,81.80902608235677,50.65593326091766,58.32045762697856
155.34986185709636,81.80890274047853,50.6554479651981,57.80251670837402
155.3479658508301,81.80867322285971,50.64500952826606,57.64973978678385
155.3447262064616,81.80843098958333,50.65215353226577,57.8427014541626
155.34038452148437,81.80813217163087,50.63893448721123,58.01300175031026
155.33656331380206,81.80781110127768,50.64095884958903,57.90896417299906
155.3335473124186,81.80759557088217,50.64140942891437,57.85203097661336
155.33198115030925,81.80742504119873,50.640161689122515,58.098233699798584
155.32900095621744,81.8073534520467,50.643656348319624,58.410344731366195
155.3293418375651,81.80722270329794,50.63320094565703,58.71051463727597
155.32931208292644,81.80716440200807,50.62980261629536,58.98269266446432
155.32923197428389,81.80708094914755,50.626602909441964,59.30633257865906
155.32991577148437,81.80693437576295,50.625820783125874,59.34830561319987
155.32837590535482,81.80689529418946,50.63418870669887,59.3545183526902
155.3252657063802,81.80658063252767,50.62917689612854,59.30918197359359
155.3207524617513,81.80646171569825,50.639348972589026,59.241199229205094
155.31658910115559,81.80629620869955,50.633830938437804,59.3569623346682
155.31253901163737,81.80608444213868,50.63042662673527,59.62988328933717
155.30797286987305,81.80591866175334,50.623344863785604,59.79148941040039
155.30492706298827,81.80569219589232,50.62244889206356,59.771051406860344
155.3021240234375,81.80559603373209,50.628163732274174,59.822554601033524
155.29925500445896,81.80545597076417,50.6285885070591,60.17075346628825
155.29752151489257,81.80526560465495,50.6334067283423,60.41666603088378
155.55942873311596,81.80668235778809,50.9121578296959,60.533945512771616
158.2619548584841,81.81937906901042,53.297798850437815,60.18220146497091
159.44367868738703,81.81819625854492,54.1442237096728,60.1752379099528
159.77604178579531,81.81581082661948,54.31758232911428,59.995056498492204
159.97555903752647,81.81430602462203,54.41387203799355,59.695899271082
160.11514716157205,81.81306631017614,54.485656748877624,59.55320103610003
160.22387345631915,81.81198554992676,54.54153139591217,59.71679639816284
160.31360929983632,81.81080425262451,54.57931488354998,59.78099656105041
160.39144498330577,81.80787711461386,54.588259628083975,59.976002073287965
160.4591138274581,81.80611943562826,54.61881971325433,60.359936040242516
160.52002066153065,81.80529808680217,54.632535026146726,60.69887474695842
160.56920095410928,81.80472045898438,54.65598279900019,60.96971824089686
159.12388537051183,81.79793899536132,53.223134338484876,61.6618898122399
157.9237319444727,81.79410570780436,52.43184027311538,62.35819270522506
157.69054860750833,81.79737813313803,52.2871924241384,62.611907227834074
157.5700073425858,81.79931739807128,52.22331010765501,62.6792322476705
157.5001346980201,81.80031415303549,52.1680938270357,62.689777342478436
