,Volumetric flow rate (m3/h)
2021-05-10 00:00:04.272,45560.6015625
2021-05-10 00:00:14.536,45306.9375
2021-05-10 00:00:24.483,45272.203125
2021-05-10 00:00:34.451,45352.74609375
2021-05-10 00:00:44.415,44996.7734375
2021-05-10 00:00:55.367,44538.41796875
2021-05-10 00:01:05.333,44885.3828125
2021-05-10 00:01:15.331,45521.7265625
2021-05-10 00:01:25.348,44837.671875
2021-05-10 00:01:35.277,45005.9765625
2021-05-10 00:01:45.357,45460.4375
2021-05-10 00:01:56.205,45340.60546875
2021-05-10 00:02:06.198,44860.453125
2021-05-10 00:02:16.557,45200.1015625
2021-05-10 00:02:26.526,45421.875
2021-05-10 00:02:36.479,45968.55078125
2021-05-10 00:02:46.448,45872.3984375
2021-05-10 00:02:57.393,44703.6484375
2021-05-10 00:03:07.353,45673.76953125
2021-05-10 00:03:17.370,45751.91796875
2021-05-10 00:03:27.381,45076.86328125
2021-05-10 00:03:37.374,44874.0390625
2021-05-10 00:03:48.197,45577.3125
2021-05-10 00:03:58.190,45239.01171875
2021-05-10 00:04:08.189,45379.45703125
2021-05-10 00:04:18.192,45042.38671875
2021-05-10 00:04:28.527,45982.484375
2021-05-10 00:04:38.485,45970.55859375
2021-05-10 00:04:49.452,45014.296875
2021-05-10 00:04:59.404,45836.05078125
2021-05-10 00:05:09.363,45280.10546875
2021-05-10 00:05:19.384,44873.37109375
2021-05-10 00:05:29.389,45160.58984375
2021-05-10 00:05:39.385,44817.19140625
2021-05-10 00:05:50.287,45381.44921875
2021-05-10 00:06:00.221,44536.28125
2021-05-10 00:06:10.195,44929.5546875
2021-05-10 00:06:20.198,45022.390625
2021-05-10 00:06:30.574,44901.46484375
2021-05-10 00:06:41.518,45694.640625
2021-05-10 00:06:51.491,45776.13671875
2021-05-10 00:07:01.435,44953.84765625
2021-05-10 00:07:11.389,45337.80859375
2021-05-10 00:07:21.356,45018.2578125
2021-05-10 00:07:31.337,44885.70703125
2021-05-10 00:07:41.294,45170.203125
2021-05-10 00:07:52.258,45222.95703125
2021-05-10 00:08:02.258,45291.73046875
2021-05-10 00:08:12.277,44699.390625
2021-05-10 00:08:22.190,44740.14453125
2021-05-10 00:08:32.572,44590.8828125
2021-05-10 00:08:43.527,44736.31640625
2021-05-10 00:08:53.493,44627.70703125
2021-05-10 00:09:03.473,44783.68359375
2021-05-10 00:09:13.443,45487.08203125
2021-05-10 00:09:23.385,44755.4921875
2021-05-10 00:09:33.347,44896.45703125
2021-05-10 00:09:43.376,45571.66015625
2021-05-10 00:09:54.272,45268.38671875
2021-05-10 00:10:04.291,44842.73828125
2021-05-10 00:10:14.284,44738.53125
2021-05-10 00:10:24.324,45276.796875
2021-05-10 00:10:34.595,44671.81640625
2021-05-10 00:10:44.368,45190.203125
2021-05-10 00:10:56.051,45159.5546875
2021-05-10 00:11:05.796,45287.05859375
2021-05-10 00:11:15.746,44799.59375
2021-05-10 00:11:25.722,44940.52734375
2021-05-10 00:11:35.674,45406.13671875
2021-05-10 00:11:46.646,44546.5234375
2021-05-10 00:11:56.581,45506.703125
2021-05-10 00:12:07.051,45103.60546875
2021-05-10 00:12:17.012,44969.05078125
2021-05-10 00:12:26.963,44687.37109375
2021-05-10 00:12:36.953,44828.2109375
2021-05-10 00:12:46.914,45390.80859375
2021-05-10 00:12:57.857,44850.5546875
2021-05-10 00:13:07.818,45028.23046875
2021-05-10 00:13:17.776,45598.33984375
2021-05-10 00:13:27.736,44672.96875
2021-05-10 00:13:37.704,45116.65234375
2021-05-10 00:13:48.658,45429.19140625
2021-05-10 00:13:58.627,45175.48046875
2021-05-10 00:14:08.577,45498.80078125
2021-05-10 00:14:19.038,44208.8359375
2021-05-10 00:14:28.990,44767.9375
2021-05-10 00:14:38.951,45159.55859375
2021-05-10 00:14:49.916,45229.37890625
2021-05-10 00:14:59.871,45528.890625
2021-05-10 00:15:09.841,45416.3046875
2021-05-10 00:15:19.795,44847.125
2021-05-10 00:15:29.750,46184.91015625
2021-05-10 00:15:39.707,45582.26171875
2021-05-10 00:15:50.660,45276.15625
2021-05-10 00:16:00.638,45372.87109375
2021-05-10 00:16:10.601,44757.9453125
2021-05-10 00:16:21.061,44516.953125
2021-05-10 00:16:31.041,45408.0625
2021-05-10 00:16:40.993,45154.6328125
2021-05-10 00:16:50.951,45138.6953125
2021-05-10 00:17:01.912,45239.109375
2021-05-10 00:17:11.857,44673.46875
2021-05-10 00:17:21.818,45225.65234375
2021-05-10 00:17:31.787,45210.9453125
2021-05-10 00:17:41.748,44955.0625
2021-05-10 00:17:52.705,45307.59765625
2021-05-10 00:18:01.668,45584.16015625
2021-05-10 00:18:12.625,45001.3359375
2021-05-10 00:18:23.069,45313.4765625
2021-05-10 00:18:33.048,45082.26953125
2021-05-10 00:18:43.000,44932.73046875
2021-05-10 00:18:53.949,44826.6015625
2021-05-10 00:19:03.912,45122.60546875
2021-05-10 00:19:13.880,45210.9453125
2021-05-10 00:19:23.828,44786.10546875
2021-05-10 00:19:33.798,44979.37109375
2021-05-10 00:19:44.751,44703.59765625
2021-05-10 00:19:54.712,45165.4140625
2021-05-10 00:20:04.676,45290.33984375
2021-05-10 00:20:14.642,45013.3671875
2021-05-10 00:20:35.065,44281.18359375
2021-05-10 00:20:45.039,44768.3828125
2021-05-10 00:20:55.993,45013.3671875
2021-05-10 00:21:05.942,44759.921875
2021-05-10 00:21:15.909,44506.46875
2021-05-10 00:21:25.871,44872.5625
2021-05-10 00:21:35.817,44957.04296875
2021-05-10 00:21:45.779,45156.62109375
2021-05-10 00:21:56.742,44715.96875
2021-05-10 00:22:06.691,44928.8828125
2021-05-10 00:22:16.654,45022.04296875
2021-05-10 00:22:26.629,45193.1171875
2021-05-10 00:22:36.587,44824.7421875
2021-05-10 00:22:47.051,44925.0390625
2021-05-10 00:22:57.985,45152.75
2021-05-10 00:23:07.954,44592.90234375
2021-05-10 00:23:17.422,44544.8671875
2021-05-10 00:23:27.385,44636.8046875
2021-05-10 00:23:37.354,45071.66015625
2021-05-10 00:23:48.332,44383.25390625
2021-05-10 00:23:58.294,44983.5078125
2021-05-10 00:24:08.274,45096.2890625
2021-05-10 00:24:18.216,44742.16796875
2021-05-10 00:24:28.658,44419.6015625
2021-05-10 00:24:38.617,45521.671875
2021-05-10 00:24:48.566,45408.88671875
2021-05-10 00:24:59.532,45018.1875
2021-05-10 00:25:09.484,45336.50390625
2021-05-10 00:25:19.443,44927.1171875
2021-05-10 00:25:29.412,44595.46484375
2021-05-10 00:25:39.871,45336.50390625
2021-05-10 00:25:49.822,45223.76171875
2021-05-10 00:26:00.779,45136.7578125
2021-05-10 00:26:10.736,44662.1796875
2021-05-10 00:26:20.715,45219.89453125
2021-05-10 00:26:30.678,44907.43359375
2021-05-10 00:26:40.630,44536.8515625
2021-05-10 00:26:51.578,44452.203125
2021-05-10 00:27:02.050,44831.4140625
2021-05-10 00:27:12.003,45057.0625
2021-05-10 00:27:21.965,45175.765625
2021-05-10 00:27:31.922,44609.85546875
2021-05-10 00:27:41.896,44666.203125
2021-05-10 00:27:52.852,45513.8359375
2021-05-10 00:28:02.899,44638.02734375
2021-05-10 00:28:12.840,45294.32421875
2021-05-10 00:28:22.798,44994.22265625
2021-05-10 00:28:32.770,45209.2734375
2021-05-10 00:28:42.722,44531.11328125
2021-05-10 00:28:53.675,44768.88671875
2021-05-10 00:29:03.639,45378.859375
2021-05-10 00:29:13.597,45275.046875
2021-05-10 00:29:24.057,45215.6484375
2021-05-10 00:29:34.024,44705.953125
2021-05-10 00:29:43.975,45015.9375
2021-05-10 00:29:53.930,45087.87109375
2021-05-10 00:30:04.888,44762.3125
2021-05-10 00:30:14.860,44959.5703125
2021-05-10 00:30:24.809,44776.6015625
2021-05-10 00:30:34.777,45229.84375
2021-05-10 00:30:44.744,45139.42578125
2021-05-10 00:30:56.204,44688.15234375
2021-05-10 00:31:05.647,44178.19921875
2021-05-10 00:31:15.203,45017.91796875
2021-05-10 00:31:26.070,45245.8203125
2021-05-10 00:31:36.052,44347.3046875
2021-05-10 00:31:46.014,44597.15625
2021-05-10 00:31:54.963,44882.82421875
2021-05-10 00:32:07.281,44798.26953125
2021-05-10 00:32:15.879,44930.58203125
2021-05-10 00:32:26.363,45606.23828125
2021-05-10 00:32:36.798,45683.8203125
2021-05-10 00:32:46.770,45591.89453125
2021-05-10 00:32:58.211,45029.3046875
2021-05-10 00:33:08.213,44898.578125
2021-05-10 00:33:18.208,45219.625
2021-05-10 00:33:28.211,44747.7734375
2021-05-10 00:33:38.057,44663.30859375
2021-05-10 00:33:49.014,44798.2734375
2021-05-10 00:33:58.981,45144.36328125
2021-05-10 00:34:08.930,45265.859375
2021-05-10 00:34:18.889,44713.8203125
2021-05-10 00:34:28.790,44607.00390625
2021-05-10 00:34:38.913,45160.3125
2021-05-10 00:34:49.866,45001.15234375
2021-05-10 00:34:59.351,44504.34765625
2021-05-10 00:35:09.582,44691.46484375
2021-05-10 00:35:19.546,45272.96875
2021-05-10 00:35:29.523,45357.453125
2021-05-10 00:35:39.483,45151.765625
2021-05-10 00:35:49.444,45211.03515625
2021-05-10 00:36:00.398,44845.31640625
2021-05-10 00:36:10.376,44968.13671875
2021-05-10 00:36:20.316,46457.8671875
2021-05-10 00:36:30.379,44900.69921875
2021-05-10 00:36:40.289,44569.19140625
2021-05-10 00:36:51.688,45146.2734375
2021-05-10 00:37:01.659,45317.7734375
2021-05-10 00:37:11.614,45587.578125
2021-05-10 00:37:21.580,45435.8515625
2021-05-10 00:37:31.537,45323.75390625
2021-05-10 00:37:41.504,45882.87109375
2021-05-10 00:37:52.453,45693.765625
2021-05-10 00:38:02.413,44839.08984375
2021-05-10 00:38:12.367,45202.59375
2021-05-10 00:38:22.380,46348.25390625
2021-05-10 00:38:32.297,45718.515625
2021-05-10 00:38:42.288,45630.8828125
2021-05-10 00:38:53.719,45136.07421875
2021-05-10 00:39:03.671,45897.703125
2021-05-10 00:39:13.654,45636.29296875
2021-05-10 00:39:23.603,45099.3203125
2021-05-10 00:39:33.565,45073.0
2021-05-10 00:39:43.527,44874.88671875
2021-05-10 00:39:54.480,45113.52734375
2021-05-10 00:40:04.445,45357.25390625
2021-05-10 00:40:14.399,45702.56640625
2021-05-10 00:40:24.472,46521.078125
2021-05-10 00:40:34.432,45662.24609375
2021-05-10 00:40:44.398,45786.8203125
2021-05-10 00:40:55.381,46003.25
2021-05-10 00:41:05.337,45364.40234375
2021-05-10 00:41:15.303,45662.27734375
2021-05-10 00:41:25.736,45782.9375
2021-05-10 00:41:35.689,45994.8203125
2021-05-10 00:41:45.654,46426.37109375
2021-05-10 00:41:56.604,46272.4921875
2021-05-10 00:42:06.577,45967.6328125
2021-05-10 00:42:16.534,45785.15234375
2021-05-10 00:42:26.512,45778.76171875
2021-05-10 00:42:36.452,45479.73828125
2021-05-10 00:42:46.404,45234.75
2021-05-10 00:42:57.374,45252.8359375
2021-05-10 00:43:07.376,45416.26171875
2021-05-10 00:43:17.382,45210.5703125
2021-05-10 00:43:27.775,45737.0546875
2021-05-10 00:43:37.717,45581.8046875
2021-05-10 00:43:47.688,45026.01953125
2021-05-10 00:43:58.652,44876.01171875
2021-05-10 00:44:08.611,44784.80078125
2021-05-10 00:44:18.555,45057.453125
2021-05-10 00:44:28.524,45136.5078125
2021-05-10 00:44:38.488,44350.1953125
2021-05-10 00:44:48.445,45149.52734375
2021-05-10 00:44:59.400,44192.0625
2021-05-10 00:45:09.382,44423.75
2021-05-10 00:45:19.314,44227.23046875
2021-05-10 00:45:29.770,44758.7890625
2021-05-10 00:45:39.736,44859.703125
2021-05-10 00:45:49.684,44535.91015625
2021-05-10 00:46:00.648,44698.671875
2021-05-10 00:46:10.632,45169.109375
2021-05-10 00:46:20.577,44760.84765625
2021-05-10 00:46:30.525,44446.72265625
2021-05-10 00:46:40.513,45199.24609375
2021-05-10 00:46:50.462,44922.35546875
2021-05-10 00:47:01.424,44286.78515625
2021-05-10 00:47:11.397,44287.3046875
2021-05-10 00:47:21.402,43963.14453125
2021-05-10 00:47:31.794,44361.2890625
2021-05-10 00:47:41.763,44752.7421875
2021-05-10 00:47:52.717,43734.7109375
2021-05-10 00:48:01.675,45262.94921875
2021-05-10 00:48:12.643,44567.38671875
2021-05-10 00:48:22.604,43967.46875
2021-05-10 00:48:33.555,43309.1953125
2021-05-10 00:48:42.510,43776.875
2021-05-10 00:48:53.472,43954.53515625
2021-05-10 00:49:03.443,44018.9609375
2021-05-10 00:49:13.397,43751.55078125
2021-05-10 00:49:23.365,44366.953125
2021-05-10 00:49:33.360,44210.5546875
2021-05-10 00:49:43.780,44094.93359375
2021-05-10 00:49:54.730,43799.4609375
2021-05-10 00:50:04.693,43348.1015625
2021-05-10 00:50:14.666,43442.33203125
2021-05-10 00:50:24.622,44570.30078125
2021-05-10 00:50:34.590,43976.1953125
2021-05-10 00:50:44.554,43529.28125
2021-05-10 00:50:55.516,44409.85546875
2021-05-10 00:51:05.455,43714.2734375
2021-05-10 00:51:15.422,43306.82421875
2021-05-10 00:51:25.380,43555.82421875
2021-05-10 00:51:35.398,43422.4140625
2021-05-10 00:51:45.799,43294.296875
2021-05-10 00:51:56.770,43315.3203125
2021-05-10 00:52:06.710,43070.86328125
2021-05-10 00:52:16.682,42977.47265625
2021-05-10 00:52:26.641,42917.66015625
2021-05-10 00:52:36.593,43098.30859375
2021-05-10 00:52:46.551,43187.203125
2021-05-10 00:52:57.512,42851.8671875
2021-05-10 00:53:07.474,42888.73828125
2021-05-10 00:53:16.433,43479.421875
2021-05-10 00:53:27.401,43364.21875
2021-05-10 00:53:37.405,43032.31640625
2021-05-10 00:53:48.802,43109.921875
2021-05-10 00:53:58.781,43029.7890625
2021-05-10 00:54:08.746,43031.06640625
2021-05-10 00:54:18.708,43024.0078125
2021-05-10 00:54:28.670,43184.15625
2021-05-10 00:54:38.619,43515.94921875
2021-05-10 00:54:48.593,42502.3046875
2021-05-10 00:54:59.549,42866.45703125
2021-05-10 00:55:09.516,42889.203125
2021-05-10 00:55:19.457,42058.2890625
2021-05-10 00:55:29.427,42510.40234375
2021-05-10 00:55:39.393,43132.1484375
2021-05-10 00:55:50.391,42986.421875
2021-05-10 00:56:00.789,42967.390625
2021-05-10 00:56:10.760,42997.37890625
2021-05-10 00:56:20.736,42427.2109375
2021-05-10 00:56:30.683,43126.140625
2021-05-10 00:56:40.642,42489.01953125
2021-05-10 00:56:50.594,43078.81640625
2021-05-10 00:57:01.558,42828.2578125
2021-05-10 00:57:11.514,43123.453125
2021-05-10 00:57:21.473,43319.55078125
2021-05-10 00:57:31.434,43321.8515625
2021-05-10 00:57:41.393,42898.9296875
2021-05-10 00:57:51.381,42796.8515625
2021-05-10 00:58:02.831,42979.3984375
2021-05-10 00:58:12.631,43313.8359375
2021-05-10 00:58:22.542,43301.828125
2021-05-10 00:58:33.492,43385.18359375
2021-05-10 00:58:42.457,42850.78125
2021-05-10 00:58:53.429,42712.49609375
2021-05-10 00:59:03.404,42857.2578125
2021-05-10 00:59:13.835,42456.58984375
2021-05-10 00:59:23.787,43582.5078125
2021-05-10 00:59:33.748,42902.79296875
2021-05-10 00:59:43.726,43029.85546875
2021-05-10 00:59:53.684,43177.58203125
2021-05-10 01:00:04.632,42941.1796875
2021-05-10 01:00:14.586,43036.1796875
2021-05-10 01:00:24.550,43452.0703125
2021-05-10 01:00:34.512,43563.546875
2021-05-10 01:00:44.471,43073.8828125
2021-05-10 01:00:54.430,43798.6953125
2021-05-10 01:01:05.410,43080.2734375
2021-05-10 01:01:15.855,43275.16796875
2021-05-10 01:01:25.804,43174.33984375
2021-05-10 01:01:36.787,42584.10546875
2021-05-10 01:01:46.755,43472.03515625
2021-05-10 01:01:56.708,43448.90234375
2021-05-10 01:02:06.670,43636.30859375
2021-05-10 01:02:16.616,43034.29296875
2021-05-10 01:02:27.570,43016.79296875
2021-05-10 01:02:37.537,43487.6171875
2021-05-10 01:02:47.498,43277.5390625
2021-05-10 01:02:57.450,43337.26953125
2021-05-10 01:03:07.408,43904.05078125
2021-05-10 01:03:17.867,43306.49609375
2021-05-10 01:03:28.833,42937.34765625
2021-05-10 01:03:38.785,44132.48828125
2021-05-10 01:03:48.751,43319.98046875
2021-05-10 01:03:58.704,43701.06640625
2021-05-10 01:04:08.666,43128.80078125
2021-05-10 01:04:19.625,43176.47265625
2021-05-10 01:04:28.590,43029.9765625
2021-05-10 01:04:39.548,43422.22265625
2021-05-10 01:04:49.523,43276.20703125
2021-05-10 01:04:59.458,43124.20703125
2021-05-10 01:05:09.423,43277.38671875
2021-05-10 01:05:19.409,43694.92578125
2021-05-10 01:05:30.858,43372.04296875
2021-05-10 01:05:40.814,43212.94140625
2021-05-10 01:05:50.782,42921.984375
2021-05-10 01:06:00.739,43363.94921875
2021-05-10 01:06:10.694,43233.10546875
2021-05-10 01:06:21.676,43126.0625
2021-05-10 01:06:31.610,43395.734375
2021-05-10 01:06:41.570,43187.55859375
2021-05-10 01:06:51.533,43896.390625
2021-05-10 01:07:01.489,43274.5234375
2021-05-10 01:07:11.478,42626.359375
2021-05-10 01:07:22.408,43226.27734375
2021-05-10 01:07:32.888,43596.68359375
2021-05-10 01:07:42.827,43042.62890625
2021-05-10 01:07:52.795,43277.9453125
2021-05-10 01:08:02.751,43490.03125
2021-05-10 01:08:12.710,42967.75
2021-05-10 01:08:23.665,43610.21875
2021-05-10 01:08:33.624,43174.265625
2021-05-10 01:08:43.584,43527.046875
2021-05-10 01:08:53.550,43339.32421875
2021-05-10 01:09:03.521,42439.15234375
2021-05-10 01:09:13.478,42635.8203125
2021-05-10 01:09:23.454,42732.0390625
2021-05-10 01:09:34.908,43351.09765625
2021-05-10 01:09:44.867,43465.75390625
2021-05-10 01:09:54.827,42789.51171875
2021-05-10 01:10:04.793,43536.15625
2021-05-10 01:10:14.750,42692.84765625
2021-05-10 01:10:25.697,43165.48828125
2021-05-10 01:10:34.673,43194.32421875
2021-05-10 01:10:45.609,43045.609375
2021-05-10 01:10:55.596,42487.25
2021-05-10 01:11:05.540,42695.296875
2021-05-10 01:11:15.491,42592.53515625
2021-05-10 01:11:26.453,42305.984375
2021-05-10 01:11:36.909,42853.87890625
2021-05-10 01:11:46.872,42907.09375
2021-05-10 01:11:56.837,42711.50390625
2021-05-10 01:12:06.795,42569.70703125
2021-05-10 01:12:16.750,43301.7109375
2021-05-10 01:12:27.705,41922.12890625
2021-05-10 01:12:37.679,42513.234375
2021-05-10 01:12:47.633,43050.19140625
2021-05-10 01:12:57.615,42296.50390625
2021-05-10 01:13:07.571,42951.015625
2021-05-10 01:13:18.520,41983.54296875
2021-05-10 01:13:28.477,42831.45703125
2021-05-10 01:13:37.448,42828.40625
2021-05-10 01:13:48.906,42871.7734375
2021-05-10 01:13:58.868,42738.57421875
2021-05-10 01:14:08.816,42434.0703125
2021-05-10 01:14:19.775,42609.56640625
2021-05-10 01:14:29.745,42773.5
2021-05-10 01:14:39.694,42156.92578125
2021-05-10 01:14:49.657,42161.16796875
2021-05-10 01:14:59.612,42769.04296875
2021-05-10 01:15:08.580,43430.98828125
2021-05-10 01:15:20.537,42299.81640625
2021-05-10 01:15:30.501,42819.4921875
2021-05-10 01:15:40.459,43106.90625
2021-05-10 01:15:50.919,43036.7265625
2021-05-10 01:16:00.864,42521.53125
2021-05-10 01:16:10.828,42861.11328125
2021-05-10 01:16:20.789,42318.9453125
2021-05-10 01:16:31.739,42411.20703125
2021-05-10 01:16:40.717,42368.05078125
2021-05-10 01:16:50.699,42915.44921875
2021-05-10 01:17:00.655,41916.86328125
2021-05-10 01:17:10.616,41902.015625
2021-05-10 01:17:22.568,42366.234375
2021-05-10 01:17:30.545,42520.83203125
2021-05-10 01:17:41.482,41884.59375
2021-05-10 01:17:52.953,42791.38671875
2021-05-10 01:18:01.902,41992.046875
2021-05-10 01:18:12.861,42376.53125
2021-05-10 01:18:22.829,42913.28125
2021-05-10 01:18:33.773,42490.17578125
2021-05-10 01:18:43.753,42691.46484375
2021-05-10 01:18:53.708,42424.36328125
2021-05-10 01:19:02.680,42783.4765625
2021-05-10 01:19:13.625,41882.63671875
2021-05-10 01:19:24.574,42826.5078125
2021-05-10 01:19:34.531,42004.87890625
2021-05-10 01:19:44.495,42168.6953125
2021-05-10 01:19:54.948,43041.67578125
2021-05-10 01:20:03.914,42234.890625
2021-05-10 01:20:14.883,42451.1015625
2021-05-10 01:20:23.828,42394.46875
2021-05-10 01:20:34.808,42908.0390625
2021-05-10 01:20:44.768,42688.48828125
2021-05-10 01:20:54.729,42516.2421875
2021-05-10 01:21:04.692,42271.7265625
2021-05-10 01:21:14.655,43080.41796875
2021-05-10 01:21:25.611,42754.40234375
2021-05-10 01:21:35.565,42411.546875
2021-05-10 01:21:46.027,42828.6484375
2021-05-10 01:21:55.483,42465.17578125
2021-05-10 01:22:06.439,43120.3203125
2021-05-10 01:22:16.412,42903.0390625
2021-05-10 01:22:27.386,42375.75
2021-05-10 01:22:37.319,43096.14453125
2021-05-10 01:22:47.313,42899.79296875
2021-05-10 01:22:57.241,42785.70703125
2021-05-10 01:23:07.241,42661.33203125
2021-05-10 01:23:17.246,43162.21875
2021-05-10 01:23:27.238,42372.23828125
2021-05-10 01:23:38.076,43512.8984375
2021-05-10 01:23:48.033,43231.02734375
2021-05-10 01:23:57.994,43169.90625
2021-05-10 01:24:08.457,43326.30859375
2021-05-10 01:24:19.424,42862.16015625
2021-05-10 01:24:29.402,43107.43359375
2021-05-10 01:24:39.396,43491.234375
2021-05-10 01:24:49.340,43118.8203125
2021-05-10 01:24:59.324,42855.9296875
2021-05-10 01:25:09.253,43355.6640625
2021-05-10 01:25:19.253,42771.7109375
2021-05-10 01:25:30.248,43415.6015625
2021-05-10 01:25:40.110,43459.3046875
2021-05-10 01:25:50.073,42703.2421875
2021-05-10 01:26:00.051,43455.91015625
2021-05-10 01:26:10.481,42973.4296875
2021-05-10 01:26:21.450,43474.34765625
2021-05-10 01:26:31.404,43659.6328125
2021-05-10 01:26:40.391,43065.52734375
2021-05-10 01:26:51.335,43117.15234375
2021-05-10 01:27:01.318,43218.79296875
2021-05-10 01:27:11.248,42849.08203125
2021-05-10 01:27:22.240,42836.64453125
2021-05-10 01:27:32.240,42095.76171875
2021-05-10 01:27:42.221,43036.8515625
2021-05-10 01:27:52.067,43543.30078125
2021-05-10 01:28:02.044,43637.6640625
2021-05-10 01:28:12.501,43232.91796875
2021-05-10 01:28:23.473,43374.06640625
2021-05-10 01:28:33.437,43448.60546875
2021-05-10 01:28:43.400,43225.109375
2021-05-10 01:28:53.400,43817.15234375
2021-05-10 01:29:03.331,43409.63671875
2021-05-10 01:29:13.327,43522.8359375
2021-05-10 01:29:24.251,42934.5546875
2021-05-10 01:29:34.253,43317.78515625
2021-05-10 01:29:44.250,42537.00390625
2021-05-10 01:29:54.110,43131.375
